Order ID,Product ID,Discount,Quantity,Sales,Sub-Category,Category,Shipping Cost,Markets,Segment,Profit
AE-2011-9160,OFF-FEL-10001405,0.699999988079071,2,82.67400360107422,Storage,Office Supplies,5.690000057220459,EMEA,Consumer,-157.08599853515625
AE-2011-9160,TEC-EPS-10004171,0.699999988079071,6,78.40799713134766,Machines,Technology,3.869999885559082,EMEA,Consumer,-88.99199676513672
AE-2013-1130,FUR-BUS-10003055,0.699999988079071,6,224.7480010986328,Bookcases,Furniture,60.08000183105469,EMEA,Consumer,-232.27200317382812
AE-2013-1130,OFF-ACC-10004278,0.699999988079071,1,4.248000144958496,Fasteners,Office Supplies,0.10000000149011612,EMEA,Consumer,-4.691999912261963
AE-2014-2840,OFF-ROG-10001340,0.699999988079071,1,42.47999954223633,Storage,Office Supplies,8.039999961853027,EMEA,Consumer,-75.05999755859375
AE-2014-3830,OFF-AVE-10000357,0.699999988079071,1,3.1589999198913574,Binders,Office Supplies,0.25,EMEA,Consumer,-4.9710001945495605
AE-2014-3830,OFF-AVE-10004827,0.699999988079071,1,3.428999900817871,Binders,Office Supplies,0.25,EMEA,Consumer,-3.8910000324249268
AE-2014-3830,OFF-BIC-10002270,0.699999988079071,8,77.25599670410156,Art,Office Supplies,4.079999923706055,EMEA,Consumer,-82.58399963378906
AE-2014-3830,OFF-ELD-10002297,0.699999988079071,1,59.37300109863281,Storage,Office Supplies,5.829999923706055,EMEA,Consumer,-118.76699829101562
AE-2014-3830,OFF-ROG-10003993,0.699999988079071,1,42.48899841308594,Storage,Office Supplies,2.240000009536743,EMEA,Consumer,-62.33100128173828
AE-2014-3830,TEC-MOT-10001535,0.699999988079071,4,95.7959976196289,Phones,Technology,6.730000019073486,EMEA,Consumer,-156.56399536132812
AE-2014-4120,OFF-HON-10004621,0.699999988079071,2,6.426000118255615,Labels,Office Supplies,0.49000000953674316,EMEA,Consumer,-11.574000358581543
AG-2011-1440,OFF-AVE-10004909,0,2,58.7400016784668,Binders,Office Supplies,3.0399999618530273,Africa,Consumer,20.520000457763672
AG-2011-2040,OFF-TEN-10000025,0,2,408.29998779296875,Storage,Office Supplies,35.459999084472656,Africa,Consumer,106.13999938964844
AG-2011-3090,TEC-CIS-10000436,0,2,276.9599914550781,Phones,Technology,20.149999618530273,Africa,Consumer,11.039999961853027
AG-2011-380,FUR-ELD-10003131,0,1,113.27999877929688,Furnishings,Furniture,9.510000228881836,Africa,Consumer,29.43000030517578
AG-2011-4410,OFF-EAT-10003338,0,1,24.719999313354492,Paper,Office Supplies,4.289999961853027,Africa,Consumer,10.859999656677246
AG-2011-4560,FUR-DEF-10000572,0,2,103.91999816894531,Furnishings,Furniture,10.869999885559082,Africa,Consumer,0
AG-2011-4560,OFF-CUI-10000105,0,4,1111.56005859375,Appliances,Office Supplies,162.6699981689453,Africa,Consumer,55.560001373291016
AG-2011-4560,TEC-BRO-10003380,0,1,260.489990234375,Copiers,Technology,24.200000762939453,Africa,Consumer,31.229999542236328
AG-2011-60,OFF-STO-10000007,0,1,10.40999984741211,Fasteners,Office Supplies,0.7400000095367432,Africa,Consumer,4.260000228881836
AG-2011-7710,FUR-SAU-10002255,0,2,874.6799926757812,Bookcases,Furniture,78.69999694824219,Africa,Consumer,148.67999267578125
AG-2011-8180,OFF-ADV-10004598,0,4,53.52000045776367,Fasteners,Office Supplies,22.059999465942383,Africa,Consumer,12.84000015258789
AG-2011-8180,OFF-ELD-10000845,0,2,393.9599914550781,Storage,Office Supplies,110.5999984741211,Africa,Consumer,78.77999877929688
AG-2011-8180,OFF-NOV-10003180,0,1,8.369999885559082,Labels,Office Supplies,2.140000104904175,Africa,Consumer,0.5699999928474426
AG-2011-8180,OFF-SAN-10001681,0,10,339.29998779296875,Paper,Office Supplies,27.290000915527344,Africa,Consumer,37.20000076293945
AG-2011-8180,TEC-EPS-10004558,0,2,613.260009765625,Machines,Technology,241.3300018310547,Africa,Consumer,202.32000732421875
AG-2011-8390,OFF-ADV-10000308,0,4,55.439998626708984,Fasteners,Office Supplies,3.9800000190734863,Africa,Consumer,19.31999969482422
AG-2011-8930,FUR-HON-10002599,0,2,116.04000091552734,Chairs,Furniture,9.319999694824219,Africa,Consumer,27.84000015258789
AG-2011-9060,FUR-SAF-10000949,0,1,198.08999633789062,Bookcases,Furniture,12.630000114440918,Africa,Consumer,29.700000762939453
AG-2011-9610,FUR-HAR-10002178,0,2,298.67999267578125,Chairs,Furniture,47.5,Africa,Consumer,53.7599983215332
AG-2011-9890,OFF-SAN-10002441,0,4,63,Art,Office Supplies,3.9800000190734863,Africa,Consumer,6.840000152587891
AG-2011-9890,OFF-STO-10004503,0,1,13.319999694824219,Fasteners,Office Supplies,0.8799999952316284,Africa,Consumer,5.460000038146973
AG-2011-9890,OFF-TEN-10001480,0,8,433.9200134277344,Storage,Office Supplies,15.369999885559082,Africa,Consumer,164.8800048828125
AG-2012-170,OFF-JIF-10000704,0,1,8.520000457763672,Envelopes,Office Supplies,0.7400000095367432,Africa,Consumer,4.079999923706055
AG-2012-170,TEC-BRO-10003401,0,1,189.69000244140625,Copiers,Technology,26.799999237060547,Africa,Consumer,37.91999816894531
AG-2012-1940,OFF-CAR-10001577,0,4,199.0800018310547,Binders,Office Supplies,15.170000076293945,Africa,Consumer,55.68000030517578
AG-2012-1940,TEC-STA-10003925,0,1,163.6199951171875,Machines,Technology,2.619999885559082,Africa,Consumer,40.88999938964844
AG-2012-2200,FUR-DAN-10004510,0,4,1447.43994140625,Bookcases,Furniture,199.0399932861328,Africa,Consumer,506.5199890136719
AG-2012-2220,FUR-HAR-10003548,0,1,63.869998931884766,Chairs,Furniture,4.599999904632568,Africa,Consumer,20.43000030517578
AG-2012-4060,FUR-BAR-10000831,0,1,319.7699890136719,Tables,Furniture,9.1899995803833,Africa,Consumer,121.5
AG-2012-4060,OFF-AVE-10000909,0,6,71.0999984741211,Labels,Office Supplies,8.3100004196167,Africa,Consumer,9.899999618530273
AG-2012-4060,OFF-BIC-10001823,0,2,109.91999816894531,Art,Office Supplies,9.100000381469727,Africa,Consumer,38.459999084472656
AG-2012-4060,OFF-STA-10000054,0,1,11.3100004196167,Art,Office Supplies,1.190000057220459,Africa,Consumer,0.9900000095367432
AG-2012-4060,OFF-TEN-10003948,0,1,16.5,Storage,Office Supplies,1.7899999618530273,Africa,Consumer,4.110000133514404
AG-2012-4750,OFF-STO-10004779,0,4,57.47999954223633,Fasteners,Office Supplies,4.21999979019165,Africa,Consumer,12
AG-2012-4750,TEC-EPS-10003568,0,2,234.3000030517578,Machines,Technology,11.5,Africa,Consumer,16.3799991607666
AG-2012-5400,OFF-GRE-10000328,0,2,33.36000061035156,Paper,Office Supplies,2.809999942779541,Africa,Consumer,0.9599999785423279
AG-2012-5400,OFF-KIT-10002357,0,2,199.1999969482422,Appliances,Office Supplies,33.04999923706055,Africa,Consumer,93.5999984741211
AG-2012-5400,OFF-SME-10004160,0,1,16.559999465942383,Storage,Office Supplies,3.7899999618530273,Africa,Consumer,0.9900000095367432
AG-2012-5400,OFF-STO-10003342,0,1,13.59000015258789,Fasteners,Office Supplies,1.2899999618530273,Africa,Consumer,6.78000020980835
AG-2012-6020,OFF-SME-10002823,0,2,96.95999908447266,Storage,Office Supplies,16.760000228881836,Africa,Consumer,12.600000381469727
AG-2012-6020,TEC-HP -10004082,0,1,172.52999877929688,Copiers,Technology,16.25,Africa,Consumer,86.25
AG-2012-7530,FUR-DEF-10000346,0,1,110.0999984741211,Furnishings,Furniture,7.949999809265137,Africa,Consumer,8.789999961853027
AG-2012-8490,FUR-SAU-10004221,0,4,599.280029296875,Bookcases,Furniture,43.540000915527344,Africa,Consumer,179.75999450683594
AG-2012-8490,OFF-AVE-10001750,0,4,109.31999969482422,Binders,Office Supplies,7.309999942779541,Africa,Consumer,14.15999984741211
AG-2012-8490,OFF-STO-10004910,0,1,18.65999984741211,Fasteners,Office Supplies,2.049999952316284,Africa,Consumer,8.9399995803833
AG-2012-8490,OFF-WIL-10002153,0,1,27.450000762939453,Binders,Office Supplies,1.850000023841858,Africa,Consumer,7.679999828338623
AG-2013-2840,FUR-SAU-10000209,0,1,146.75999450683594,Bookcases,Furniture,17.729999542236328,Africa,Consumer,42.540000915527344
AG-2013-2970,OFF-KLE-10004581,0,1,43.04999923706055,Supplies,Office Supplies,1.2799999713897705,Africa,Consumer,10.319999694824219
AG-2013-3970,OFF-STI-10001743,0,1,25.229999542236328,Supplies,Office Supplies,1.659999966621399,Africa,Consumer,6.539999961853027
AG-2013-5140,OFF-ELD-10003918,0,2,32.099998474121094,Storage,Office Supplies,2.75,Africa,Consumer,3.180000066757202
AG-2013-5140,TEC-MEM-10004014,0,1,246.2100067138672,Accessories,Technology,21.520000457763672,Africa,Consumer,93.54000091552734
AG-2013-6090,OFF-BIN-10002061,0,1,46.31999969482422,Art,Office Supplies,3.940000057220459,Africa,Consumer,12.029999732971191
AG-2013-6090,OFF-HON-10003538,0,2,18.059999465942383,Labels,Office Supplies,1.2000000476837158,Africa,Consumer,9
AG-2013-640,OFF-AVE-10001847,0,1,12.359999656677246,Binders,Office Supplies,2.9600000381469727,Africa,Consumer,1.2300000190734863
AG-2013-640,OFF-GLO-10004123,0,4,78.95999908447266,Envelopes,Office Supplies,4.369999885559082,Africa,Consumer,8.640000343322754
AG-2013-6630,FUR-SAU-10004653,0,1,435.989990234375,Bookcases,Furniture,70.0199966430664,Africa,Consumer,178.74000549316406
AG-2013-8490,OFF-AVE-10004827,0,2,22.860000610351562,Binders,Office Supplies,1.2799999713897705,Africa,Consumer,8.220000267028809
AG-2013-8490,OFF-BOS-10001386,0,1,51.779998779296875,Art,Office Supplies,6.050000190734863,Africa,Consumer,1.5299999713897705
AG-2013-8490,OFF-FEL-10002837,0,4,105.72000122070312,Storage,Office Supplies,10.970000267028809,Africa,Consumer,43.31999969482422
AG-2013-8490,OFF-JIF-10002836,0,4,185.75999450683594,Envelopes,Office Supplies,37.709999084472656,Africa,Consumer,18.479999542236328
AG-2013-8490,OFF-TEN-10004194,0,4,538.4400024414062,Storage,Office Supplies,40.91999816894531,Africa,Consumer,252.9600067138672
AG-2014-2040,FUR-RUB-10003004,0,1,106.91999816894531,Furnishings,Furniture,16.770000457763672,Africa,Consumer,26.729999542236328
AG-2014-2110,OFF-IBI-10004855,0,8,58.79999923706055,Binders,Office Supplies,0.9800000190734863,Africa,Consumer,18
AG-2014-2110,OFF-SAN-10002839,0,4,207.1199951171875,Art,Office Supplies,11.210000038146973,Africa,Consumer,76.55999755859375
AG-2014-2360,OFF-CAM-10003933,0,1,19.350000381469727,Envelopes,Office Supplies,2.75,Africa,Consumer,2.0999999046325684
AG-2014-2760,FUR-DEF-10002865,0,1,17.610000610351562,Furnishings,Furniture,2.2799999713897705,Africa,Consumer,8.789999961853027
AG-2014-2760,FUR-NOV-10002453,0,4,516,Chairs,Furniture,46.75,Africa,Consumer,61.91999816894531
AG-2014-2760,OFF-AVE-10001750,0,6,163.97999572753906,Binders,Office Supplies,26.600000381469727,Africa,Consumer,21.239999771118164
